#"Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
0.20000000000000015,-76.13360595703125,-61.94640528038144,66.91482497429135
0.4000000000000003,-64.65908813476562,-41.217499151825905,110.56372991850125
0.6000000000000004,-58.96246337890625,-27.352247204631567,149.09157422312498
0.8000000000000006,-47.552886962890625,-12.471579439938068,165.4631950495532
1.0000000000000007,-36.249298095703125,10.347177922725677,219.77521205601332
1.2000000000000008,-39.32501220703125,9.613387182354927,230.82104104246991
1.400000000000001,-26.25421142578125,25.603359699249268,244.589498274631
1.6000000000000012,-44.766204833984375,24.226514786481857,325.40850468846935
1.8000000000000014,-42.962921142578125,7.635891824960709,238.65248619499303
2.0000000000000013,-33.862518310546875,20.470229618251324,256.2638254642885
2.1999999999999793,-25.8197021484375,23.856850668787956,234.30258814635584
2.3999999999999573,-26.491607666015625,29.62259066104889,264.6661483972804
2.5999999999999353,-25.55181884765625,36.33642317354679,291.8997889154624
2.7999999999999132,-28.325531005859375,34.88658342137933,298.1439164468345
2.999999999999891,-24.857940673828125,31.57762485742569,266.1818970436076
3.199999999999869,-34.92437744140625,24.994364887475967,282.61051965070357
3.399999999999847,-29.253570556640625,27.643377140164375,268.3580350681391
3.599999999999825,-45.775482177734375,18.848444685339928,304.8028186639543
3.799999999999803,-38.99932861328125,27.415610387921333,313.2502401448483
3.999999999999781,-35.6046142578125,18.40986829996109,254.76270680932078
4.1999999999997595,-19.1290283203125,41.97926929593086,288.22113203754486
4.3999999999997375,-10.1766357421875,36.65381816029549,220.87878347339023
4.599999999999715,-1.8494873046875,43.90891117416322,215.82236658960275
4.799999999999693,-15.89324951171875,54.11675979197025,330.2066155105035
4.999999999999671,-13.349884033203125,49.0142270475626,294.1442552874456
5.199999999999649,-18.891571044921875,55.80815668404102,352.3259676475606
5.399999999999627,-32.266387939453125,53.65074735879898,405.23357650373765
5.599999999999605,-35.183807373046875,40.22454363107681,355.6682339276264
5.799999999999583,-30.13836669921875,38.774855583906174,325.0335504931099
5.999999999999561,-34.16668701171875,50.68239661306143,400.19604355958893
6.199999999999539,-29.834991455078125,31.98841566592455,291.5939910277738
6.399999999999517,-51.629119873046875,39.540868043899536,430.0089865093343
6.599999999999495,-35.565338134765625,38.815912038087845,350.8238482082848
6.799999999999473,-50.904327392578125,39.11648255959153,424.5888163059262
6.999999999999451,-34.57977294921875,31.85469338297844,313.34234203059026
7.199999999999429,-29.555450439453125,34.24444445967674,300.9162200390885
7.399999999999407,-24.496337890625,41.91191819310188,313.2187197439323
7.599999999999385,-24.72723388671875,44.90930400788784,328.4451141022107
7.799999999999363,-47.146728515625,30.809661030769348,367.6862180930588
7.999999999999341,-28.0853271484375,21.252157330513,232.7033509869538
8.199999999999408,-47.04376220703125,33.24464601278305,378.6853309501503
8.399999999999475,-22.8441162109375,27.604832470417023,237.94564185631916
8.599999999999541,-23.4251708984375,24.457469567656517,225.8414876282848
8.799999999999608,-22.772674560546875,24.28481052815914,221.9495903532015
8.999999999999675,-33.81597900390625,11.899421393871307,215.61956343379933
9.199999999999742,-26.181610107421875,21.381597351282835,224.33486174290863
9.399999999999809,-26.7099609375,20.56368078291416,222.96910671216784
9.599999999999875,-39.469024658203125,21.176753908395767,286.0396318276286
9.799999999999942,-37.04071044921875,38.46123746037483,356.1096896235313
10.000000000000009,-38.895263671875,40.080689020454884,372.495051845076
10.200000000000076,-41.490875244140625,25.790309816598892,317.3359442086518
10.400000000000142,-24.89715576171875,31.86900669336319,267.74117824355613
10.60000000000021,-31.37347412109375,26.946225114166737,275.0685322513039
10.800000000000276,-26.73345947265625,39.56312159448862,312.6919974990792
11.000000000000343,-20.4149169921875,40.07749938778579,285.3162894213555
11.20000000000041,-23.75909423828125,37.987629264593124,291.23230791618613
11.400000000000476,-28.072723388671875,50.81765902042389,372.09145421816464
11.600000000000543,-36.4603271484375,37.89864993095398,350.7187957610393
11.80000000000061,-26.85443115234375,34.83587209880352,290.9661982476636
12.000000000000677,-29.348175048828125,46.631979405879974,358.3651808932477
12.200000000000744,-30.81927490234375,54.744584277272224,403.56732745398386
12.40000000000081,-7.998504638671875,48.379315592348576,265.909537700403
12.600000000000877,-13.40069580078125,59.43390779197216,343.5289922628961
12.800000000000944,-6.985687255859375,59.12938370555639,311.83589366064416
13.00000000000101,-6.741973876953125,55.40753123909235,293.13205274693104
13.200000000001078,-8.581787109375,52.11952355504036,286.3015524623286
13.400000000001144,-7.911163330078125,48.85147327184677,267.7245483352137
13.600000000001211,-18.509521484375,38.17709519714117,267.3659955956954
13.800000000001278,-41.316162109375,41.594064354896545,391.05130172485065
14.000000000001345,-47.88970947265625,30.538503259420395,369.91160184622635
14.200000000001411,-20.992156982421875,40.101435638964176,288.151775003726
14.400000000001478,-19.228912353515625,45.77387102693319,306.58971927446095
14.600000000001545,-27.06048583984375,44.957606732845306,339.6778666432303
14.800000000001612,-10.93450927734375,63.43482002615929,350.76762267766
15.000000000001679,-9.192291259765625,65.50424134731293,352.31089765408296
15.200000000001745,-28.39422607421875,34.59535079449415,297.09430404489893
15.400000000001812,-38.839569091796875,31.078126192092896,329.77121062561275
15.600000000001879,-19.082794189453125,28.85346196591854,226.09436940148723
15.800000000001946,-31.180419921875,20.653155848383904,244.4763226735146
16.00000000000201,-26.429473876953125,20.979291155934334,223.60642432049482
16.2000000000019,-41.389129638671875,12.101430729031563,252.29159482269804
16.40000000000179,-34.655426025390625,0.4377942979335785,165.51938252233174
16.60000000000168,-37.8245849609375,15.47192494571209,251.3763436090481
16.800000000001567,-37.5284423828125,16.15873271226883,253.21894055986755
17.000000000001457,-40.788787841796875,21.23256327211857,292.5276063295064
17.200000000001346,-22.780242919921875,19.598579183220863,199.88238189340044
17.400000000001235,-18.5955810546875,46.42895484063774,306.69231638004095
17.600000000001124,-23.62493896484375,46.336074113845825,329.9755217313316
17.800000000001013,-3.851318359375,63.67352706193924,318.4851836359805
18.000000000000902,6.471954345703125,57.95423184335232,242.81940225903574
18.20000000000079,-26.21533203125,39.63868409395218,310.60461209410687
18.40000000000068,-21.1943359375,45.339966379106045,313.8132247350162
18.60000000000057,-30.41595458984375,41.29230520129204,338.21652082727536
18.80000000000046,-36.68096923828125,44.281799614429474,381.8659953213878
19.000000000000348,-32.04669189453125,40.237703055143356,340.9338985661137
19.200000000000237,-34.280242919921875,35.2827527821064,328.0982477219597
19.400000000000126,-21.801025390625,40.90986765176058,295.7798742368713
19.600000000000016,-30.155487060546875,37.88648897409439,320.9242627234131
19.799999999999905,-36.663238525390625,26.28938664495945,296.9200190337254
19.999999999999794,-42.41143798828125,14.773183152079582,269.71486497165716
20.199999999999683,-48.227508544921875,19.104305893182755,317.5747408537518
20.399999999999572,-32.748138427734375,27.634467840194702,284.7983631161374
20.59999999999946,-38.59185791015625,16.3310067653656,259.04714824384166
20.79999999999935,-38.82501220703125,16.776630014181137,262.2486452622857
20.99999999999924,-29.706787109375,20.41777327656746,236.4156440430837
21.19999999999913,-21.4058837890625,13.195255529135466,163.19845148867194
21.399999999999018,-36.634521484375,8.734802350401878,213.98727154136077
21.599999999998907,-36.298309326171875,23.87834021449089,283.826955248482
21.799999999998796,-44.067413330078125,14.224116541445255,274.93566967417775
21.999999999998685,-32.17352294921875,24.724716880358756,268.3641294936911
22.199999999998575,-45.702178955078125,12.124209642410278,272.74180157787345
22.399999999998464,-28.044219970703125,24.026740223169327,245.59596124914054
22.599999999998353,-20.720123291015625,48.22018912434578,325.16132280693347
22.799999999998242,-38.2974853515625,40.091218799352646,369.7252571363953
22.99999999999813,-37.890106201171875,37.82769786566496,357.1277887757713
